# Generated by scripts/generate_inversions.py (PLAN §5.2 pass 2).
# Sense-keyed: one row per (trigger, sense). See senses.py.
trigger	replacement	hard_word	pos	trigger_sense	block_context	require_context	note
silver bullet	panacea	panacea	NOUN	a single simple solution to a complex problem	werewolf|werewolves|gun|rifle|vampire		
magic bullet	panacea	panacea	NOUN	a single solution that solves everything			
half-hearted	perfunctory	perfunctory	ADJ	done without enthusiasm or real effort			
cursory	perfunctory	perfunctory	ADJ	hasty and without attention to detail			
routine	perfunctory	perfunctory	ADJ	done mechanically as a matter of form, without interest	maintenance|checkup|procedure schedule|daily|exercise|matter of routine	nod|apology|check|inspection|greeting|reply|answer|glance|questions	
dangerous	perilous	perilous	ADJ	likely to cause harm or injury			
risky	perilous	perilous	ADJ	involving the possibility of loss or harm			
treacherous	perilous	perilous	ADJ	hazardous because of hidden dangers, of terrain or conditions	betrayed|betrayal|traitor|disloyal|friend	road|roads|path|terrain|ice|waters|conditions|climb|descent|crossing	
widespread	pervasive	pervasive	ADJ	found or spread throughout an area or group			
prevalent	pervasive	pervasive	ADJ	widespread in a particular area or at a particular time			
everywhere	pervasive	pervasive	ADJ	present in all places (predicative, as in 'the smell was everywhere')		was|is|seemed|became|influence|smell|corruption|feeling|sense	
prevent	preclude	preclude	VERB	make impossible, rule out in advance	disease|illness|infection|cancer|injury|fire|flu|pregnancy|cavities|rust|damage|accidents		
prevents	precludes	preclude	VERB	makes impossible, rules out	disease|illness|infection|cancer|injury|fire|rust|damage|accidents		
rule out	preclude	preclude	VERB	exclude as a possibility	diagnosis|tests|scan|blood work|suspect|foul play		
preference	predilection	predilection	NOUN	a liking for one thing over another	settings|cookie|cookies|menu|browser|survey|revealed preference		
fondness	predilection	predilection	NOUN	a special liking or taste for something			
liking	predilection	predilection	NOUN	a taste or preference for something	took a liking to|liking to him|liking to her	a liking for|his liking|her liking|their liking	
greedy	rapacious	rapacious	ADJ	aggressively grasping for money or possessions	food|eat|eating|ate|hungry|cake|dinner|chocolate|snack|dog|appetite		
grasping	rapacious	rapacious	ADJ	avaricious, eager for money	hand|hands|rope|branch|reaching|straws		
predatory	rapacious	rapacious	ADJ	exploitative in seeking gain from others	animal|animals|bird|birds|fish|cat|wolf|species	lenders|lending|pricing|capitalism|landlords|practices|corporations|business	
enjoyment	relish	relish	NOUN	keen pleasure taken in doing something		with|great|evident|obvious|without	
gusto	relish	relish	NOUN	vigorous enjoyment and enthusiasm			
delight	relish	relish	NOUN	evident pleasure taken in an activity	Turkish|garden|child's delight|dessert|recipe	with|evident|obvious|undisguised|took	
traditional	conventional	conventional	ADJ	following established forms, customs or genres	costume|dance|dish|cuisine|recipe|festival|tribe|indigenous|ceremony|medicine		
standard	conventional	conventional	ADJ	of the usual or customary type	deviation|living|gold|double|raise|flag|of living|measure		
disprove	debunk	debunk	VERB	show a claim or belief to be false			
disproved	debunked	debunk	VERB	showed a claim or belief to be false			
discredited	debunked	debunk	VERB	shown to be false or without merit	witness|testimony|reputation	theory|claim|myth|idea|study|notion|belief	
tiny	diminutive	diminutive	ADJ	extremely small in size	fraction|amount|minority|percentage		
very small	diminutive	diminutive	ADJ	unusually small in physical size	amount|number|percentage|chance|probability		
noticeable	discernible	discernible	ADJ	able to be perceived or detected			
perceptible	discernible	discernible	ADJ	able to be perceived by the senses			
detectable	discernible	discernible	ADJ	able to be noticed or measured	metal|radar|sensor|assay		
mysterious	enigmatic	enigmatic	ADJ	difficult to understand or explain; puzzling	disappearance|death|illness|circumstances|stranger|murder		
puzzling	enigmatic	enigmatic	ADJ	hard to understand, baffling			
cryptic	enigmatic	enigmatic	ADJ	obscure in meaning, mysterious	crossword|cipher|encryption		
alienated	estranged	estranged	ADJ	no longer emotionally close to a person	land|labour|property|voters|alienated from society	from|father|mother|wife|husband|family|brother|sister|son|daughter	
separated	estranged	estranged	ADJ	living apart from a spouse or family member	mixture|layers|yolk|components|separated by a comma|kilometres|miles	wife|husband|spouse|marriage|partner	
lavish	extravagant	extravagant	ADJ	elaborate and excessively costly			
excessive	extravagant	extravagant	ADJ	going beyond reasonable limits, especially in spending or claims	force|alcohol|drinking|heat|sweating|rainfall|noise	spending|claims|cost|praise|promises|gifts|lifestyle|expense|display	
wasteful	extravagant	extravagant	ADJ	spending money or resources carelessly	recycling|landfill|energy-efficient		
unrealistic	fanciful	fanciful	ADJ	not based on reality; over-imaginative	expectations|deadline|target|budget|goals	notion|idea|story|theory|tale|claim|scheme|account	
far-fetched	fanciful	fanciful	ADJ	implausible, the product of imagination			
imaginary	fanciful	fanciful	ADJ	existing only in the imagination, invented	number|axis|line|friend|imaginary part		
silly	frivolous	frivolous	ADJ	lacking seriousness or purpose	mistake|question|silly me|stupid|injury		
trivial	frivolous	frivolous	ADJ	of little serious value or purpose	mathematics|solution|proof|trivial case|non-trivial		
diverse	heterogeneous	heterogeneous	ADJ	varied in character or composition	diversity|inclusion|equity|workforce|hiring	group|population|mixture|sample|collection|set|data|materials	
mixed	heterogeneous	heterogeneous	ADJ	consisting of different kinds of elements	feelings|reviews|doubles|message|mixed with|drink|paint|concrete	group|population|sample|collection|composition	
bossy	imperious	imperious	ADJ	domineering and overbearing in manner			
domineering	imperious	imperious	ADJ	arrogantly asserting control over others			
haughty	imperious	imperious	ADJ	arrogantly superior in manner			
rude	impertinent	impertinent	ADJ	disrespectful, especially towards a superior	gesture|awakening|health|rude health|noise	question|remark|reply|answer|boy|girl|child|tone|behaviour|behavior	
cheeky	impertinent	impertinent	ADJ	impudent, showing a lack of proper respect	pint|grin|nando's		
disrespectful	impertinent	impertinent	ADJ	not showing proper respect	dead|memory|culture|religion		
fast-spreading	invasive	invasive	ADJ	tending to spread rapidly and harmfully	rumour|news|fire|wildfire	species|plant|weed|cancer|tumour|tumor|vine|pest	
intrusive	invasive	invasive	ADJ	encroaching harmfully on privacy or space	rock|igneous|thoughts|intrusive r	privacy|surveillance|questions|monitoring|procedure|testing	
indecisive	irresolute	irresolute	ADJ	unable to make decisions; hesitant	result|battle|victory|draw|outcome		
hesitant	irresolute	irresolute	ADJ	showing uncertainty or unwillingness to act			
praiseworthy	laudable	laudable	ADJ	deserving praise			
admirable	laudable	laudable	ADJ	deserving respect and commendation		goal|aim|effort|intention|attempt|ambition|restraint|initiative	
reachable	accessible	accessible	ADJ	able to be physically reached or entered	phone|email|call|text|voicemail		
easy to reach	accessible	accessible	ADJ	a place that can be got to without difficulty	phone|agreement|deal|consensus|email		
open to the public	accessible to the public	accessible	ADJ	able to be entered by anyone			
greedy	acquisitive	acquisitive	ADJ	excessively eager to gain money or possessions	food|eat|ate|eating|hungry|appetite|meal|slice|chocolate|dog|cake		
materialistic	acquisitive	acquisitive	ADJ	overly concerned with possessions and wealth			
grasping	acquisitive	acquisitive	ADJ	greedy for money or goods	hand|hands|rope|branch|straw|air|breath|reached|held		
merge	amalgamate	amalgamate	VERB	combine two organizations or bodies into one	lane|traffic|highway|motorway|exit|branch|code|commit|cells|document|files|pull		
merged	amalgamated	amalgamate	VERB	combined into a single organization or structure	lane|traffic|highway|branch|code|commit|cells|document|files|pull		
combine	amalgamate	amalgamate	VERB	unite separate entities to form one whole	harvester|wheat|tractor|harvest|recipe|bowl|flour|ingredients		
weaken	attenuate	attenuate	VERB	reduce the force or effect of something	knees|muscles|illness|sick|ill|bones		
weakened	attenuated	attenuate	VERB	had its force or effect reduced	knees|muscles|illness|sick|ill|bones		
lessen	attenuate	attenuate	VERB	reduce the intensity or effect of			
supplement	augment	augment	VERB	add something to make greater or complete	vitamin|vitamins|dietary|pills|powder|protein|magazine|newspaper|weekend		
increase	augment	augment	VERB	make greater in amount by adding to it	percent|%|prices|rate|rates|risk|chance|likelihood		
add to	augment	augment	VERB	make greater by addition	cart|list|basket|calendar|bowl|pan|mixture		
dislike	aversion	aversion	NOUN	a feeling of strong distaste for something			
distaste	aversion	aversion	NOUN	dislike or disinclination			
hatred	aversion	aversion	NOUN	intense dislike of a thing or activity	racial|ethnic|crime|crimes|enemy|murder|violence		
carefree	blithe	blithe	ADJ	cheerfully unconcerned			
casual	blithe	blithe	ADJ	showing cheerful indifference or unconcern	clothes|clothing|dress|shirt|wear|attire|worker|workers|employment|labour|labor|sex|dining|restaurant|Friday	disregard|indifference|unconcern|dismissal|acceptance|assumption|confidence	
cheerful	blithe	blithe	ADJ	happily indifferent to consequences	greeting|smile|voice|room|colours|colors|decor	ignoring|disregard|indifference|unconcerned|oblivious	
scorn	contempt	contempt	NOUN	the feeling that someone or something is worthless	court|judge|judicial|ruling|charges		
disdain	contempt	contempt	NOUN	the feeling that someone or something is beneath consideration	court|judge|ruling		
disrespect	contempt	contempt	NOUN	lack of regard shown for someone considered worthless	court|judge|ruling		
waste time	dawdle	dawdle	VERB	move or act slowly, frittering away time	money|resources|effort|food|energy|water		
linger	dawdle	dawdle	VERB	be slow to move on or leave	smell|aroma|taste|flavour|flavor|memory|memories|doubt|doubts|question|questions|scent|pain|kiss|gaze		
loiter	dawdle	dawdle	VERB	move or proceed slowly, hanging back	arrest|arrested|police|charge|trespassing|ordinance		
divert	deflect	deflect	VERB	cause something to change direction	funds|money|resources|cash|budget|flight|plane|aircraft|passengers|train		
diverted	deflected	deflect	VERB	caused to change direction	funds|money|resources|cash|flight|plane|aircraft|passengers|train		
turn aside	deflect	deflect	VERB	cause to deviate from a course			
dismiss	discount	discount	VERB	treat as unworthy of serious consideration	employee|employees|staff|job|fired|sacked|court|judge|case|lawsuit|charges|class|school|pupils|students		
dismissed	discounted	discount	VERB	treated as unworthy of serious consideration	employee|staff|job|fired|sacked|court|judge|case|lawsuit|charges|class|school|pupils|students		
brush aside	discount	discount	VERB	refuse to consider seriously	hair|curtain|branches|dust|crumbs		
dissenting	dissident	dissident	ADJ	opposing official policy	opinion|court|judge|justice|ruling|bench|appeal		
dissenter	dissident	dissident	NOUN	a person who opposes official policy	court|justice|judge|opinion		
dissenters	dissidents	dissident	NOUN	people who oppose official policy	court|justices|judges|opinion		
effective	efficacious	efficacious	ADJ	producing the desired result, especially of a treatment or remedy	immediately|date|dates|January|February|March|April|May|June|July|August|September|October|November|December|tax|statute|contract|notice|resignation	treatment|treatments|drug|drugs|remedy|remedies|therapy|vaccine|medicine|medication|cure|dose|patients|intervention	
works well	is efficacious	efficacious	VERB	produces the desired result	machine|engine|software|app|printer|car	treatment|drug|remedy|therapy|medicine|patients	
fair	equitable	equitable	ADJ	just and impartial in treatment or distribution	hair|skin|complexion|weather|wind|fairground|booth|rides|carnival|festival|stall|stalls|county|trade|science|job|ball|play|catch		
fairly	equitably	equitable	ADV	in a just and impartial manner	quite|rather|somewhat	treated|treat|divided|distributed|shared|share|allocated|compensated|paid	
even-handed	equitable	equitable	ADJ	fair and impartial			
unpredictable	erratic	erratic	ADJ	not following a regular or predictable pattern	plot|ending|movie|film|novel		
irregular	erratic	erratic	ADJ	not even or regular in pattern or occurrence	verb|verbs|grammar|plural|noun|spelling|migrant|migrants|immigration|status|troops|warfare|forces|shape|shaped|edges|surface|border		
